,Ratings,Full_review
38582,1,dont buy this router......less area covered
38583,4,Very good product... Thnk u flipkart... Delivery was also good
38584,5,Good
38585,2,"World's worst router and don't buy it , it has poor routing capacity of signal and speed is goes down after 2 weeks.... Very poor performance"
38586,5,Nice product very nice product
38587,3,Connectivity is so poor once show connected then while running some time connection lost... don't buy it
38588,1,Not good
38589,5,Good product
38590,5,Great.
38591,1,"Bad router, range is very bad"
38592,2,not work
38593,4,Flipkart deliver was very fast with in two days I got my router and product is great
38594,4,Ok
38595,2,Nice Product But Speed Problems High Speed Internet Not Support
38596,5,Very good product and value for money
38597,1,very bad quality and wifi
38598,5,Single is ok look good
38599,5,Bed
38600,3,Product is good but packaging was very very bad
38601,1,Very bad quality don't work properly
38602,4,It's too good
38603,4,Don't know why but range is not good. MiWiFi app is useful coz if any one hacks ur wifi passwrd uh can block them using the app and also limit usage of anyone of ur family member like if there are kids.
38604,5,This product keep me smile 🥰
38605,5,Good product but vertical range is not good
38606,1,"The range is not even suitable for a person sitting in the very next room, the range is disgusting. The claims made by MI is completely rubbish."
38607,5,Good connectivity
38608,5,Best router ever. I am on 4th floor and my router is on ground floor and still getting strong connection and the internet speed.
38609,5,Nice product...
38610,4,Sleek product. But range is not really satisfactory. Received weak signal at same floor in another room rlseparat3d by 2 walls and 15 ft max distance.
38611,1,"worst product don't buy ,the signal gets disconnected every minute and the range and no further than 1 single room"
38612,4,"Signal quality is excellent But there are only 3 Connections. pppoe, Static ip and DHCP, while Tp-Link Routers have 5-6 connection type and are easy to set up."
38613,1,Note
38614,4,Good product
38615,5,Good
38616,3,Good as off now
38617,4,Low coverage
38618,5,Mind blowing purchase..I very very appreciate it..
38619,5,Mind blowing
38620,5,Good
38621,4,Good
38622,5,Good product
38623,1,Very bad don't buy
38624,1,Not enough signal
38625,5,Excellent Device
38626,4,Good product
38627,5,plug it and forget.. product is good and range also. for good result hang on higher level every router spread signal on umbrella-fall theory..
38628,5,Very good product 👌👍
38629,1,I did not work from my isp very bad seevice of mi router and they are not taking return
38630,5,Good Product
38631,5,Good one.
38632,5,Value for money
38633,5,good router
38634,2,Ok
38635,5,Simple and smart for the maximum frequency level. Better
38636,2,It's not as per my expectation.
38637,5,excellent
38638,3,"Range is very low , i have to use extension along with this router , max range is 2 room adjacent to each other, u can't use on another floor , not at all"
38639,1,Very bad product 😥
38640,2,Don't waste your money on this
38641,5,Super
38642,5,Excellent
38643,5,Best Product
38644,5,Exlant I received very fast thanks to filfkart
38645,5,Nice product
38646,1,The range of wifi is not take good as compared to my previous one
38647,1,Its maximum wifi speed is 50mbps even if your plan is 150mbps.. dont buy waste of money..
38648,1,Shitty router... doesn’t get signal from just a floor down... range is very poor.. sometimes WiFi is disconnected without any reason
38649,1,The worst modem ever.
38650,5,Very... Good
38651,5,Very nice products So happy 😎
38652,5,Nice
38653,3,Worst chineese product. dont buy
38654,5,Easy to setup and Excellent range...Phone control is also awesome
38655,4,The Good Is Worth Its Value. Happy to Have this Router with pretty Fast delivery. Purpose accomplished without hassle. In Market At Home.Covers considerable area and i shall recommend everyone who is willing to buy Router for home/ office use. So far undoubtedly doubtless product.
38656,2,"I am happy that it is serving the basic purpose. I have been using it from one week, I haven't disconnected to internet yet, my past router I used to disconnect minimum once in a day, liked it totally. I haven't check for WIPS and MAC filtering, will post soon once I checked that.  Pros: ->Looks are good ->Good range. Serving me for 2 floors with one 3 BHK flat in each floor ->3 lan ports -> Can be easily setup just by seeing the manual not even required to check the CD  Cons: ->Can't be moun..."
38657,4,works fine with the 300mbps connection. sometimes it needs a re-start after a few days. and it's good to go. range it not too much but it's good for a small apartment or flat. not suitable for an office or whole floor.
38658,4,"Good enough for 2 BHK and has good range i guess up to 40 meters i guess👍, i have been using it for almost 2 weeks now and it's pretty good no issues till now, the setting up was easy as in the manual, the speed is also great 👍👌"
38659,5,"When you search for Routers online, you have so many options available with so many different price tags. Also you are sceptical whether you should buy them online or not, fearing the workability. But I can tell you one thing with assurance that this product is excellent. Be it the simplicity in the looks, workability, long term usage and durability. And yeah! its working still fine after more than 1 year of usage."
38660,5,2.5 GHz Router Best Feature is you can monitor and control speed for each device connected to WiFi. Easy Setup. Extremely Happy with performance of the product. Option to block sites is also available May be useful for parents.
38661,5,"Excellent, a little power house. it's very compact with 2 antennas, providing support to all latest wireless protocols, router features. above all, very quick and easy to setup though I'm using it as universal repeater. total satisfaction at super bargain price."
38662,5,Awesome Wifi Router with good speed. go for it as this best at this price and build quality is also compact and awesome
38663,4,"it is a portable, small router.One can use it nonstop without switching it for 1 month.The product is worth of it's price.It is cheap and at the same time functions excellently. it also has the secure WI-Fi feature .It gives a awesome speed of 300Mbps and has 3 LAN ports.Also it has a wide coverage .At the same time it supports HD videos .It also has 1 WAN port .It is compatible with almost all the OS like WINDOWS 8 ,8.1,WINDOWS 7,10,vista,XP.One must use this product.An excellent product by ..."
38664,5,"I've used this product before for more than 2 years. Hence was my obvious choice when I wanted to buy it again for another purpose. Works extremely well. Compact. Light weight. Very easy setup process, has internet provider type auto-detection built into it - get going in minutes without any professional assistance. No issues or servicing was required at all. The WiFi range is pretty amazing for the price. Covers a 1400sq.ft. house easily (and neighbors too :P). Just go for it!  Oh one thing ..."
38665,5,This router is one of the best for home use and is one of the cheapest 300mbps router. I am using it with my Hathway connection works great. Signal strength is stellar and strong around house. Amazing pick.
38666,5,I ordered 301n 300 mbps router and i am more than satisfied with this product. It works fantastically well and range is also very good. Worth it product.
38667,5,"Awesome router.best of d lot..I would recommend people to purchase this particular router..as it's very light, small, easier to install, no heating, good range."
38668,4,"Item was well packed, well decorated. I was the birthday gift of my special one. She is very happy with it."
38669,4,Reviewing as soon as got product. Package is worst. Just now configured. Very easy to configure. Compact device. Supporting good Speed.
38670,5,Awesome product...works likes charm....setup and configuration is a breeze....range is wonderful and form factor is the best thing..go for it
38671,4,Good packaging.. great product within a reasonable range. Worth the money 👍
38672,4,I am still using this. It's very good.. Easy to install. Smart design.. With cool looks. Moreover it's cheap. I am enjoying it
